전체순위,광역순위,기초순위,지역명_정책,지역유형,행정적_강도,집중도_지수,청년1인당_정책예산_원,전체1인당_총예산_원,재정자립도,총예산_백만원,청년정책예산_백만원,청년인구,전체인구,일자리_점수,일자리_정책수,주거_점수,주거_정책수,교육_점수,교육_정책수,복지·문화_점수,복지·문화_정책수,참여·권리_점수,참여·권리_정책수,전략적_강도,엔트로피,정규화_엔트로피,행정적_강도_정규화,전략적_강도_정규화,종합점수,지역명_정제,지역명_이동,전입,전출,순이동,순이동률_인구대비
24,0,18,경기도 수원시,기초자치단체,0.0090383712277395,0.0041764966963342,13660.412708465272,3270782.5964414147,0.46,3759954.3,4141.4,303168,1149558,0.9076144887934796,9,0.9216772058072776,4,0.6866271535089449,2,0.8596596586835148,5,0.9129747754085422,7,5.223145540943536,2.1700560228367705,0.9345922587417768,0.0090519571845701,0.9241400654881914,0.4665960113363808,경기도 수원시,경기도 수원시,71589,65580,6009,1.9820628098519306
25,0,19,강원도 정선군,기초자치단체,0.3296499771679677,0.0480292051961538,978275.2902155888,20368342.26634106,0.123,642234.2,3539.4,3618,31531,0.5397404182225715,4,0.2160958818106532,0,0.8464558322376003,3,0.1748538108433025,0,0.7629239408276237,4,3.5322849446637696,1.5726236638951638,0.9922150607220184,0.3504855347021642,0.5664301139015885,0.4584578243018763,강원도 정선군,강원도 정선군,634,848,-214,-5.913235700469743
26,0,20,경상북도 의성군,기초자치단체,0.3293040383102766,0.0362700376392509,597552.5282844609,16475100.859498331,0.093,751396.4,2588.0,4331,45608,0.2523224799936896,2,0.5451988715434295,1,0.4058001932212103,1,0.6447143861010182,3,0.7629239408276237,4,3.52316650461996,2.1180782093497097,0.9122066329329886,0.3501171290063149,0.5645010626517143,0.4573090958290146,경상북도 의성군,경상북도 의성군,912,1118,-206,-4.7553093259464445
27,0,21,서울특별시 금천구,기초자치단체,0.0388501459478968,0.009349064834946,32194.105588601,3443564.266263513,0.236,756213.6,1916.0,59514,219602,0.855611774007365,7,0.8255176774251182,2,0.9023945550547576,4,0.6447143861010182,3,0.7629239408276237,4,4.939343933830958,2.201609497059027,0.9481816004150758,0.0407998437434538,0.8641004268782424,0.4524501353108481,서울특별시 금천구,서울특별시 금천구,15659,14347,1312,2.204486263967067
28,0,22,인천광역시 동구,기초자치단체,0.3217832876398798,0.049346150135235,422898.5507246377,8570041.423001949,0.13,492400.3,4377.0,10350,57456,0.1242654371597472,0,0.2160958818106532,0,0.6866271535089449,2,0.8962857501780289,6,0.6000745015411126,3,3.4289672420633828,1.4353713907745331,0.9056185178648964,0.3421079466827961,0.5445727411077946,0.4433403438952953,인천광역시 동구,인천광역시 동구,1650,1857,-207,-1.9998067819534344
29,0,23,경상남도 남해군,기초자치단체,0.2692772047563921,0.0275025981517146,545101.3044684984,19819993.058892623,0.089,742417.3,1964.0,3603,37458,0.1704576931060095,1,0.9057811183434152,3,0.4058001932212103,1,0.4548979538746299,2,0.9129747754085422,7,3.677321291045089,1.9211854965885544,0.827409557091281,0.2861918806758571,0.5971132728541999,0.4416525767650285,경상남도 남해군,경상남도 남해군,788,1149,-361,-10.016648168701444
30,0,24,전라남도 무안군,기초자치단체,0.1225808217339263,0.0172141831114431,141638.447512373,8228008.648183762,0.132,688824.2,2175.0,15356,83717,0.855611774007365,7,0.5451988715434295,1,0.6866271535089449,2,0.6447143861010182,3,0.7629239408276237,4,4.3838024448846715,2.063558608511122,0.8887263188962904,0.1299683693111764,0.7465728675084423,0.4382706184098094,전라남도 무안군,전라남도 무안군,4004,3862,142,0.9246597642768769
31,0,25,전라남도 여수시,기초자치단체,0.0420051730742084,0.0115400660347816,74436.01205946565,6450224.100548151,0.2689999999999999,1639176.1,3580.0,48095,254127,0.855611774007365,7,0.8255176774251182,2,0.4058001932212103,1,0.912908923643149,7,0.8948517107873377,6,4.779059894149977,2.0534426554859957,0.8843696150657969,0.0441597726385496,0.8301915427274508,0.4371756576830002,전라남도 여수시,전라남도 여수시,9487,10855,-1368,-2.844311377245509
32,0,26,전라북도 정읍시,기초자치단체,0.1793375884517307,0.0188567592114857,262615.7887460252,13926878.197928367,0.096,1339152.9,3799.0,14466,96156,0.7930692900011372,6,0.5451988715434295,1,0.9023945550547576,4,0.7835040786528417,4,0.1456148539583952,0,4.072901113537256,1.8062389286533893,0.9031194643266948,0.1904111778363434,0.6808001477294231,0.4356056627828832,전라북도 정읍시,전라북도 정읍시,2759,3436,-677,-4.679615677058132
33,0,27,전라북도 전주시,기초자치단체,0.0305607453123214,0.0074167719308019,31791.392405063292,4286419.038049861,0.239,2679106.2,4709.1,148125,625022,0.9166430604253804,10,0.2160958818106532,0,0.8464558322376003,3,0.912908923643149,7,0.9229933126569622,9,4.758656854571649,1.887119687595809,0.9435598437979044,0.0319720918403965,0.8258751784358934,0.4289236351381449,전라북도 전주시,전라북도 전주시,29981,32681,-2700,-1.822772504489421
34,0,28,전라북도 임실군,기초자치단체,0.4581455800056789,0.0447477159788431,1056087.5512995897,23600926.39809621,0.077,555377.0,3088.0,2924,23532,0.1704576931060095,1,0.9057811183434152,3,0.1939941972355606,0,0.282778899218116,1,0.1456148539583952,0,2.563600282579424,1.3709505944546687,0.8649735207179273,0.4873262246812378,0.361500065653221,0.4244131451672294,전라북도 임실군,전라북도 임실군,575,660,-85,-2.905982905982906
