전체순위,광역순위,기초순위,지역명,지역유형,행정적_강도,집중도_지수,청년예산_비율,청년인구_비율,재정자립도,총예산_백만원,청년정책예산_백만원,전략적_강도,엔트로피,정규화_엔트로피,총정책수,정책분야수,정책페널티,분야페널티,행정적_강도_정규화,전략적_강도_정규화,종합점수
25,0,11,전라북도 김제시,기초자치단체,0.2600229422509194,0.029992943991759065,0.003777516606975783,0.1259468429645887,0.10099999999999999,1078221.6,4073.0,0.7851462421480117,2.2312702546075758,0.9609557933859342,11,5,0.4,1.0,0.2743096257932718,0.7532897957950169,0.5137997107941443
26,0,12,경기도 군포시,기초자치단체,0.13143001418300468,0.04592979511549323,0.009621492318111241,0.2094825873687749,0.327,1008814.4,9706.300000000001,0.8912819134933381,2.184952306354655,0.9410077388553447,35,5,0.8,1.0,0.13832806851326224,0.8832603828136575,0.5107942256634599
27,0,13,전라남도 고흥군,기초자치단체,0.35489914276510465,0.02897050382104147,0.002435198850088933,0.0840578702093621,0.068,884938.0,2155.0,0.6952063441064475,1.7884504573082893,0.8942252286541447,14,4,0.4,0.8,0.374637176371447,0.643152071157413,0.5088946237644301
28,15,0,광주광역시,광역자치단체,0.12806066654003675,0.057791087187855854,0.012035161196234614,0.208252894726017,0.423,7467959.8,89878.1,0.8831547774134381,2.0343208475310144,0.8761343006316051,93,5,1.0,1.0,0.1347651265506488,0.8733081336433649,0.5040366300970068
29,0,14,강원특별자치도 동해시,기초자치단체,0.23460445427341176,0.04124773199249041,0.0056833863051368345,0.1377866377276587,0.156,519584.6,2953.0,0.7778961693294606,2.1013152774012362,0.9049872310982016,25,5,0.6,1.0,0.24743065483571489,0.7444115722137189,0.4959211135247169
30,0,15,인천광역시 동구,기초자치단체,0.3586356743675614,0.05607877858471173,0.008889109125238145,0.1585111043709769,0.13,492400.3,4377.0,0.6687103487478986,1.4353713907745331,0.9056185178648963,11,3,0.4,0.6,0.378588399768893,0.6107058631413611,0.49464713145512706
31,0,16,전라북도 임실군,기초자치단체,0.45715835297114676,0.04462758265142753,0.0055601870441159785,0.1245908183632734,0.077,555377.0,3088.0,0.5754920562153781,1.3709505944546687,0.8649735207179273,5,3,0.2,0.6,0.4827719459809975,0.49655351409834014,0.4896627300396688
32,16,0,인천광역시,광역자치단체,0.06233836135471904,0.03370494251559818,0.006838539977371891,0.2028942780189318,0.524,15379013.7,105170.0,0.915344531914994,2.1131983594063968,0.910104995955488,71,5,1.0,1.0,0.06526658147971318,0.9127267497930744,0.4889966656363938
33,0,17,강원특별자치도 평창군,기초자치단체,0.3780296651453342,0.052831717109149384,0.0057515088610271495,0.1088646967340591,0.115,631834.2,3634.0,0.64,1.0,1.0,6,2,0.2,0.4,0.3990967209297805,0.5755480238119867,0.4873223723708836
34,0,18,경기도 용인시,기초자치단체,0.024439579035102292,0.0118507825664539,0.0022585032175162422,0.1905784031435531,0.479,3567052.7,8056.2,0.9419907163128859,2.2522623634889185,0.9699966025856528,44,5,0.9,1.0,0.025190229566209782,0.9453568748405989,0.48527355220340435
35,17,0,충청북도,광역자치단체,0.1998512490874305,0.07101196889409639,0.013445055081389958,0.1893350556360608,0.321,7774159.3,104524.0,0.7670373086285911,1.8228622666374434,0.7850640468372778,93,5,1.0,1.0,0.21068061707962948,0.7311141343047081,0.4708973756921688
36,0,19,전라북도 남원시,기초자치단체,0.17281559743019048,0.016223632998477816,0.002076511731800067,0.1279930168535553,0.086,1119666.2,2325.0,0.7902466294650685,2.2464393446710154,0.9674887648835616,10,5,0.4,1.0,0.1820915642470371,0.7595355784354589,0.470813571341248
37,0,20,전라북도 고창군,기초자치단체,0.1854828143394698,0.01610016140910143,0.0016884162440241313,0.1048695228030241,0.079,835694.4,1411.0,0.7602869117780284,1.9502120649147465,0.9751060324573733,14,4,0.4,0.8,0.19548660787507977,0.7228477990551591,0.4591672034651194
38,0,21,경기도 성남시,기초자치단체,0.027577979845493927,0.0166652162801115,0.0035336048526037407,0.2120347430966614,0.596,4806706.1,16985.0,0.8965173586796291,2.2012263450283522,0.948016585817286,31,5,0.8,1.0,0.028508955066732705,0.889671553304606,0.45909025418566934
39,0,22,전라북도 정읍시,기초자치단체,0.20143315179101795,0.02142282898984961,0.0028368679931918155,0.1324226597026918,0.096,1339152.9,3799.0,0.7356025059646751,1.8062389286533893,0.9031194643266947,15,4,0.5,0.8,0.21235341197069593,0.6926200097256939,0.4524867108481949
40,0,23,강원특별자치도 인제군,기초자치단체,0.3047834647729801,0.028862833494129488,0.0045106453981790555,0.1562786757958636,0.081,654451.8,2952.0,0.64169171866887,1.811278124459133,0.9056390622295665,8,4,0.2,0.8,0.32164197640280295,0.5776196521879738,0.4496308142953884
41,0,24,광주광역시 동구,기초자치단체,0.20752858959672618,0.0359787323431345,0.008219753205071461,0.2284614456862587,0.156,434927.9,3575.0,0.7248461150875611,1.781937063546704,0.890968531773352,15,4,0.5,0.8,0.2187990784437845,0.679448053315753,0.44912356587976876
42,0,25,인천광역시 옹진군,기초자치단체,0.3197869207580527,0.03278458916830248,0.0041073222353668675,0.1252821017302239,0.087,439215.6,1804.0,0.61,1.0,1.0,2,2,0.1,0.4,0.3375074935823694,0.5388109159090939,0.43815920474573167
43,0,26,경상남도 남해군,기초자치단체,0.2771654284918482,0.028425230894287883,0.002645412492408245,0.0930656465816025,0.08900000000000001,742417.3,1964.0,0.6416922548824864,1.9211854965885544,0.8274095570912811,14,5,0.4,1.0,0.2924370765770468,0.5776203088192233,0.43502869269813504
44,0,27,전라북도 무주군,기초자치단체,0.3510239265798972,0.030277534588005327,0.0030896290952511255,0.1020436154162666,0.07200000000000001,602985.0,1863.0,0.5765784872877528,1.3516441151533922,0.8527924884900404,9,3,0.2,0.6,0.37053929992070705,0.49788392528283637,0.4342116126017717
45,0,28,충청남도 청양군,기초자치단체,0.17910454409290164,0.018437704035136643,0.002117949542021533,0.1148705683736634,0.094,622300.0,1318.0,0.7181688809994745,1.5394847569315018,0.9713067383178076,11,3,0.4,0.6,0.18874185811385633,0.6712713110095226,0.4300065845616895
46,0,29,서울특별시 성동구,기초자치단체,0.03395612599181155,0.011916029640869654,0.002943704796421389,0.2470373845265588,0.345,753812.0,2219.0,0.8433303106669774,2.220725117438646,0.9564142500056078,27,5,0.6,1.0,0.03525357359721444,0.8245402759087018,0.42989692475295815
47,0,30,서울특별시 금천구,기초자치단체,0.04260552415756427,0.010272175596934517,0.002533675670471941,0.2466542405318748,0.23600000000000002,756213.6,1916.0,0.8294544801245227,2.201609497059027,0.9481816004150758,20,5,0.6,1.0,0.044399944628541604,0.8075483464460215,0.4259741455372815
48,0,31,전라남도 무안군,기초자치단체,0.13003227406586143,0.0183301982872783,0.0031575545690758254,0.1722597060647872,0.132,688824.2,2175.0,0.7432614942848039,2.063558608511122,0.8887263188962904,17,5,0.5,1.0,0.136850017731951,0.7019989790704795,0.4194244984012152
49,0,32,충청남도 서천군,기초자치단체,0.10068368450984942,0.010274896172401427,0.0010884359830223166,0.1059315797220294,0.09699999999999999,625668.4,681.0,0.7666782500702535,2.188721875540867,0.942631203937882,12,5,0.4,1.0,0.10581513135242467,0.7306744418713378,0.41824478661188125
50,0,33,전라북도 군산시,기초자치단체,0.0474443601575584,0.0077254691413718435,0.0012897037458331853,0.1669418027866418,0.159,1858643.9,2397.1,0.8117483236949392,2.2322628970242686,0.9613833012053531,15,5,0.5,1.0,0.04951680808742687,0.7858659138027179,0.41769136094507237
51,0,34,충청북도 영동군,기초자치단체,0.18403657640993717,0.016568902724556227,0.002167893814427917,0.1308411214953271,0.08199999999999999,751974.1,1630.2,0.6923078521428745,1.4056390622295665,0.886859507142915,16,3,0.5,0.6,0.19395727271792867,0.6396026640900313,0.41677996840398
52,0,35,서울특별시 서대문구,기초자치단체,0.04877680776635266,0.012596465919346536,0.0031388494336362016,0.249184926449516,0.252,878984.5,2759.0,0.8078620469725913,2.292481250360578,0.9873179343530822,12,5,0.4,1.0,0.05092581481555873,0.7811068948930714,0.41601635485431504
53,0,36,충청북도 제천시,기초자치단체,0.19297998541872327,0.029587334060490966,0.004920105554363687,0.166290938693719,0.139,1279037.6,6293.0,0.6828526173809581,1.4591479170272446,0.920619835714305,12,3,0.4,0.6,0.2034145477226981,0.6280240647668413,0.41571930624476966
54,0,37,강원특별자치도 태백시,기초자치단체,0.1349269967920173,0.01892337346329213,0.0022292703394350415,0.1178051230537418,0.131,653980.8,1457.9,0.7306943664480764,1.8843135277997989,0.9421567638998994,13,4,0.4,0.8,0.14202597902902175,0.6866096480249027,0.4143178135269622
55,0,38,경상북도 상주시,기초자치단체,0.13531339194611708,0.012461015508834796,0.0015491755216539003,0.1243217714122531,0.086,1485951.7,2302.0,0.728694947738252,2.2516291673878226,0.9697238998682473,6,5,0.2,1.0,0.14243457548583613,0.6841612193287067,0.4132978974072714
56,0,39,강원특별자치도 원주시,기초자치단체,0.011241725728616028,0.002147978761386435,0.0004153896171894904,0.193386277675005,0.19,1751367.8,727.5,0.8322218764060756,1.9814035902506322,0.9907017951253161,21,4,0.6,0.8,0.0112340604958446,0.8109372176395372,0.4110856390676909
57,0,40,광주광역시 북구,기초자치단체,0.018692966635707523,0.0025095469261672988,0.0005310113515220112,0.2115965021355458,0.133,1039525.8,552.0,0.8201057205743535,2.16520329656826,0.9325023032951825,26,5,0.6,1.0,0.019113431138059758,0.7961001335009292,0.4076067823194945
58,0,41,경상북도 영주시,기초자치단체,0.05692616723479388,0.006736429726431809,0.0009058161348959472,0.1344653134793028,0.115,1194502.9,1082.0,0.7832457306175135,2.1492553971685,0.925633916873193,15,5,0.5,1.0,0.059543416172049855,0.7509624858894633,0.4052529510307566
59,0,42,경기도 수원시,기초자치단체,0.010232879773716895,0.004731290775647032,0.001101449557511909,0.2328010705199744,0.46,3759954.3,4141.4,0.8203228079380337,2.1700560228367705,0.9345922587417768,27,5,0.6,1.0,0.010167248766272893,0.7963659722310584,0.40326661049866563
60,0,43,경기도 안양시,기초자치단체,0.024186910067715704,0.009694787238732901,0.002048631688107863,0.2113127021419417,0.396,2234662.3,4578.0,0.8069202835906961,1.7748224910867798,0.8874112455433899,39,4,0.8,0.8,0.024923042869571112,0.7799536394604154,0.4024383411649933
61,0,44,전라북도 전주시,기초자치단체,0.03487059714263371,0.008481083571614647,0.0017577130760997829,0.2072510029240457,0.239,2679106.2,4709.1,0.7957195583712382,1.887119687595809,0.9435598437979045,29,4,0.6,0.8,0.03622058798163505,0.7662375644278195,0.4012290762047273
62,0,45,전라남도 여수시,기초자치단체,0.047998921409306956,0.013226601875132289,0.002184024035001486,0.1651235937711055,0.26899999999999996,1639176.1,3580.0,0.7825509601341057,2.053442655485996,0.8843696150657971,23,5,0.6,1.0,0.050103233046815715,0.7501116906155736,0.40010746183119467
63,0,46,전라남도 광양시,기초자치단체,0.056037095015657803,0.01302594303112091,0.002263840644296132,0.1737947601096889,0.226,1242136.9,2812.0,0.7721652127484114,1.9808259362290785,0.9904129681145393,11,4,0.4,0.8,0.0586032600786396,0.737393613203559,0.3979984366410993
64,0,47,충청남도 부여군,기초자치단체,0.03348876285040939,0.003201247439175309,0.0003623601323807276,0.1131934157748447,0.094,884479.2,320.5,0.7902466294650685,2.2464393446710154,0.9674887648835616,10,5,0.4,1.0,0.0347593569343076,0.7595355784354589,0.3971474676848833
65,0,48,경기도 이천시,기초자치단체,0.0092602637560638,0.004084136695053859,0.0008218255764347018,0.2012238173687926,0.439,1553857.7,1277.0,0.8083859497573249,2.2062389286533897,0.9501753880799721,15,5,0.5,1.0,0.009138748655861697,0.7817484506641842,0.39544359966002296
66,0,49,경기도 포천시,기초자치단체,0.017795642188038065,0.004416912310285072,0.0007590095431293345,0.1718416599220072,0.24600000000000002,1522247.0,1155.4,0.7991267854487405,2.270942421748537,0.9780416657815159,14,5,0.4,1.0,0.018164548663627926,0.7704099533876815,0.3942872510256547
67,0,50,전라남도 해남군,기초자치단체,0.1536614700756761,0.01278939673863109,0.0014184444130427797,0.1109078435856391,0.077,1117421.3,1585.0,0.6808458593344351,1.9056390622295665,0.9528195311147832,8,4,0.2,0.8,0.1618368884640041,0.6255666485371707,0.3937017685005874
68,0,51,강원특별자치도 영월군,기초자치단체,0.19559954391970455,0.024844581285983908,0.002662968763411583,0.1071850933110271,0.115,568538.4,1514.0,0.6438318017892307,1.3787834934861753,0.8699155297736259,14,3,0.4,0.6,0.20618461952759076,0.5802403343384355,0.3932124769330131
69,0,52,대구광역시 달서구,기초자치단체,0.02764046040191088,0.005913486403454026,0.001202093292260503,0.2032799621486182,0.21100000000000002,1018223.8,1224.0,0.7865114946395533,2.065293688498338,0.8894735771731667,22,5,0.6,1.0,0.02857502560022901,0.7549616433982321,0.39176833449923054
70,0,53,전라남도 순천시,기초자치단체,0.02530288576506519,0.005048267020252176,0.0009195333873005529,0.1821483260714326,0.19699999999999998,1693250.1,1557.0,0.7851462421480117,2.2312702546075758,0.9609557933859342,11,5,0.4,1.0,0.026103139749642786,0.7532897957950169,0.3896964677723298
71,0,54,충청북도 보은군,기초자치단체,0.12050913440039046,0.013319388697815019,0.0013618650616914149,0.1022468142186452,0.10400000000000001,559526.8,762.0,0.6989183891071559,1.5,0.9463946303571862,12,3,0.4,0.6,0.12677970219156726,0.6476977310817935,0.3872387166366804
72,0,55,서울특별시 은평구,기초자치단체,0.03266850797457253,0.006010644789107304,0.0012663678933939164,0.2106875281814809,0.18100000000000002,1131582.7,1433.0,0.77385772838412,1.9071996707089482,0.9535998353544741,18,4,0.5,0.8,0.033891972257259824,0.7394662175214376,0.3866790948893487
73,0,56,충청남도 논산시,기초자치단체,0.021301248002068326,0.002605098429047826,0.0003912076817435365,0.150170019443958,0.121,1142615.6,447.0,0.7830482957080208,1.9329145639793976,0.9664572819896988,15,4,0.5,0.8,0.021871577852277623,0.7507207129703357,0.3862961454113067
74,0,57,경기도 오산시,기초자치단체,0.04192744716262536,0.014515578807749771,0.003137189516960568,0.2161256921622473,0.33899999999999997,820479.6,2574.0,0.7627610764429756,1.9591479170272448,0.9795739585136224,12,4,0.4,0.8,0.043682907019141765,0.7258775875306821,0.38478024727491195
75,0,58,경상남도 창원시,기초자치단체,0.02804454084997238,0.008873745210546196,0.0016189991022847905,0.1824482294534055,0.312,3991354.9,6462.0,0.7697090123253763,1.6896402436455298,0.8448201218227649,34,4,0.8,0.8,0.029002323503927,0.7343858232044865,0.38169407335420674
76,0,59,대전광역시 서구,기초자치단체,0.031686677477837086,0.005408599558744302,0.0012406218521285436,0.2293794980851892,0.168,1083569.5,1344.3,0.7664986729837374,1.8910611120726528,0.9455305560363264,18,4,0.5,0.8,0.03285372822675933,0.7304545371111969,0.38165413266897813
77,0,60,울산광역시 남구,기초자치단체,0.034188328084806624,0.00921655859967639,0.001911225956107888,0.207368719618947,0.265,686993.6,1313.0,0.7594918119861417,1.9500637564362102,0.9750318782181051,13,4,0.4,0.8,0.0354991174438595,0.7218741434935554,0.37868663046870743
78,0,61,경기도 의정부시,기초자치단체,0.017955731985295348,0.004094646605437364,0.000821810154988953,0.2007035610588847,0.226,1485744.6,1221.0,0.7721652127484114,1.9808259362290785,0.9904129681145393,11,4,0.4,0.8,0.018333836821715355,0.737393613203559,0.3778637250126372
79,0,62,전라북도 장수군,기초자치단체,0.2132014476007726,0.01663437611652249,0.001782669158135945,0.1071677798823646,0.07,515519.1,919.0,0.6023078521428744,1.4056390622295665,0.886859507142915,8,3,0.2,0.6,0.22479788473281456,0.5293913403813529,0.37709461255708376
80,0,63,강원특별자치도 춘천시,기초자치단체,0.03621430668055017,0.007412484546849072,0.0014599652573586697,0.1969603104237536,0.201,1787371.3,2609.5,0.752257185947911,1.9362600275315274,0.9681300137657637,11,4,0.4,0.8,0.03764150372127341,0.7130148355801035,0.37532816965068844
81,0,64,인천광역시 남동구,기초자치단체,0.043581964559003976,0.008730938878585026,0.0017326385017844476,0.1984481309374653,0.196,1118525.3,1938.0,0.7456185576303194,1.8256051990169437,0.9128025995084719,15,4,0.5,0.8,0.04543248886230199,0.704885368752418,0.37515892880736
82,0,65,충청북도 괴산군,기초자치단체,0.07299433833862952,0.007042373525422414,0.0009011017459934422,0.1279542675123005,0.09300000000000001,620351.7,559.0,0.7169659017006523,1.8464393446710154,0.9232196723355077,10,4,0.4,0.8,0.07653482434798979,0.6697981783326634,0.3731665013403266
83,0,66,경기도 동두천시,기초자치단체,0.0928812825859237,0.013529072270330482,0.002360731986236692,0.1744932645096311,0.139,790856.4,1867.0,0.6920683136221578,1.7841591278514217,0.8920795639257109,12,4,0.4,0.8,0.09756442285638965,0.6393093323406157,0.3684368775985027
84,0,67,경기도 시흥시,기초자치단체,0.008358570440049515,0.0033574403292947657,0.0007111533689916674,0.2118141498410624,0.4,1642402.4,1168.0,0.7628592688785947,2.186704345910025,0.9417623012206598,11,5,0.4,1.0,0.008185246288796523,0.7259978310674349,0.3670915386781157
85,0,68,경기도 화성시,기초자치단체,0.010350552498822886,0.006357030209871144,0.0012813646529268648,0.2015665508301616,0.611,3500564.8,4485.5,0.761001039810244,1.565596230357602,0.9877812438119247,15,3,0.5,0.6,0.010291682672940328,0.7237222990076919,0.3670069908403161
86,0,69,경기도 부천시,기초자치단체,0.005892508120261832,0.0018379798628966083,0.00039556264885519355,0.2152159862251141,0.311,2576077.4,1019.0,0.7642564557601761,1.7883763717345071,0.8941881858672536,20,4,0.6,0.8,0.0055774901731788975,0.7277087845750737,0.3666431373741263
87,0,70,충청남도 천안시,기초자치단체,0.028628130790624037,0.009061058552244997,0.002135943557271038,0.2357278175563527,0.312,2663740.8,5689.6,0.741223621411418,1.9668513406924715,0.8470767656514723,26,5,0.6,1.0,0.029619445068348092,0.6995034605490809,0.3645614528087145
88,0,71,경상북도 영천시,기초자치단체,0.04617877312029376,0.006049486905564174,0.000861533431420631,0.1424142980833983,0.128,1223400.0,1054.0,0.7254944531679156,2.084962500721156,0.8979444735226818,12,5,0.4,1.0,0.048178503572657995,0.6802419888496043,0.36421024621113113
89,0,72,충청남도 공주시,기초자치단체,0.07401129585468354,0.01014010391039126,0.0017139013452914797,0.1690220692447863,0.132,1115000.0,1911.0,0.7002869117780284,1.9502120649147465,0.9751060324573733,7,4,0.2,0.8,0.07761021370880752,0.6493735832493734,0.36349189847909047
90,0,73,전라남도 보성군,기초자치단체,0.08855921122003622,0.007500514529751019,0.0007443933066207367,0.0992456322387055,0.081,779158.0,580.0,0.6855221528859512,1.9182958340544893,0.9591479170272447,6,4,0.2,0.8,0.09299401603978526,0.6312930985634256,0.36214355730160547
91,0,74,서울특별시 송파구,기초자치단체,0.016841045859260557,0.006351887236905982,0.0014332094700649739,0.225635219362473,0.374,1330580.1,1907.0,0.7458182643271443,1.9220231428515733,0.9610115714257866,13,4,0.4,0.8,0.017155103608512693,0.7051299236347576,0.36114251362163513
92,0,75,충청북도 단양군,기초자치단체,0.08206134976156634,0.009749554093327058,0.0010101678252249049,0.1036116950124211,0.114,473188.7,478.0,0.6855221528859512,1.9182958340544893,0.9591479170272447,6,4,0.2,0.8,0.08612280365362797,0.6312930985634256,0.3587079511085268
93,0,76,서울특별시 용산구,기초자치단체,0.06017398469259506,0.025862884569758503,0.00629561414297156,0.2434227367790609,0.41700000000000004,800080.8,5037.0,0.7042015086817776,1.8339272176418302,0.9169636088209151,13,4,0.4,0.8,0.06297784512789227,0.6541672822110189,0.3585725636694556
94,0,77,광주광역시 광산구,기초자치단체,0.009016802396499355,0.0018658607006847249,0.00039371199624057103,0.2110082473445571,0.20600000000000002,902690.3,355.4,0.7459788616564647,1.8231924110430977,0.9115962055215489,16,4,0.5,0.8,0.008881298613246625,0.7053265863486295,0.3571039424809381
95,0,78,전라남도 곡성군,기초자치단체,0.15453531569057466,0.014539048049285271,0.001695480415432932,0.1166156415251878,0.087,534420.8,906.1,0.6192538534031053,1.3346791410515946,0.8420887815606471,13,3,0.4,0.6,0.1627609430704398,0.550142909608675,0.35645192633955736
96,0,79,경기도 파주시,기초자치단체,0.008695929813490322,0.002620154773908783,0.0004822957669027459,0.1840714799390459,0.3,2048535.5,988.0,0.7450841199817393,1.5294283316328894,0.9649618403823442,19,3,0.5,0.6,0.008541989491185236,0.7042309123003095,0.3563864508957474
97,0,80,울산광역시 울주군,기초자치단체,0.06969413381780298,0.023458560916409747,0.004083613715320216,0.1740777590693402,0.325,1159757.1,4736.0,0.6906381216270784,1.789929075309999,0.8949645376549995,11,4,0.4,0.8,0.07304499829902146,0.6375579617524462,0.3553014800257338
