전체순위,광역순위,기초순위,지역명,지역유형,행정적_강도,집중도_지수,청년예산_비율,청년인구_비율,재정자립도,총예산_백만원,청년정책예산_백만원,전략적_강도,엔트로피,정규화_엔트로피,총정책수,정책분야수,정책페널티,분야페널티,행정적_강도_정규화,전략적_강도_정규화,종합점수
21,0,8,강원특별자치도 정선군,기초자치단체,0.3295978974717267,0.04802029827903573,0.00551107368620357,0.114765503,0.12300000000000001,642234.2,3539.4,0.7343587330926384,1.5726236638951638,0.9922150607220183,11,3,0.4,0.6,0.3504726188016207,0.6910969224521372,0.5207847706268789
22,14,0,대전광역시,광역자치단체,0.16316892821162995,0.07497063392202488,0.01883622183164091,0.251248,0.423,7540100.2,142027.0,0.8775019320938224,2.0403895230388427,0.878747936911381,70,5,1.0,1.0,0.1732134851023445,0.8663858273611955,0.51979965623177
23,0,9,경기도 군포시,기초자치단체,0.11794360488697585,0.04093407414832251,0.009621492318111241,0.23504849,0.327,1008814.4,9706.300000000001,0.8912819134933381,2.184952306354655,0.9410077388553447,35,5,0.8,1.0,0.12504517841007964,0.8832603828136575,0.5041527806118685
24,0,10,전라북도 부안군,기초자치단체,0.3666555719251412,0.03897527549999294,0.004899561927763057,0.125709488,0.08800000000000001,848239.1,4156.0,0.6706890203259743,1.9182958340544893,0.8261650471771163,18,5,0.5,1.0,0.3899417767236184,0.6131288855169662,0.5015353311202924
25,15,0,광주광역시,광역자치단체,0.11207707509633372,0.05016740807100715,0.012035161196234614,0.2399,0.423,7467959.8,89878.1,0.8831547774134381,2.0343208475310144,0.8761343006316051,93,5,1.0,1.0,0.11879689126912486,0.8733081336433649,0.4960525124562449
26,0,11,전라북도 김제시,기초자치단체,0.2239137912207255,0.0253472802479527,0.003777516606975783,0.149030451,0.10099999999999999,1078221.6,4073.0,0.7851462421480117,2.2312702546075758,0.9609557933859342,11,5,0.4,1.0,0.23791124680539155,0.7532897957950169,0.4956005213002042
27,0,12,전라북도 임실군,기초자치단체,0.4581278471842402,0.04474555706747692,0.0055601870441159785,0.124262327,0.077,555377.0,3088.0,0.5754920562153781,1.3709505944546687,0.8649735207179273,5,3,0.2,0.6,0.4873664999675013,0.49655351409834014,0.49196000703292075
28,0,13,전라남도 화순군,기초자치단체,0.2835433628350575,0.047207009863462684,0.00793355748904455,0.168058886,0.14400000000000002,774431.9,6144.0,0.7254408738363978,2.0182155146751497,0.869198111310615,19,5,0.5,1.0,0.30142114087135025,0.6801763771934931,0.49079875903242165
29,0,14,강원특별자치도 평창군,기초자치단체,0.38116658680028603,0.0533590186763899,0.0057515088610271495,0.10778888,0.115,631834.2,3634.0,0.64,1.0,1.0,6,2,0.2,0.4,0.4053970783895538,0.5755480238119867,0.49047255110077026
30,16,0,인천광역시,광역자치단체,0.05559929867568227,0.02995916962688442,0.006838539977371891,0.228262,0.524,15379013.7,105170.0,0.915344531914994,2.1131983594063968,0.910104995955488,71,5,1.0,1.0,0.058643891667592256,0.9127267497930744,0.4856853207303333
31,0,15,전라남도 고흥군,기초자치단체,0.3086103107739935,0.024584155115763826,0.002435198850088933,0.099055625,0.068,884938.0,2155.0,0.6952063441064475,1.7884504573082893,0.8942252286541447,14,4,0.4,0.8,0.328119290213347,0.643152071157413,0.48563568068538
32,0,16,경기도 용인시,기초자치단체,0.021055128272688982,0.010192330319214451,0.0022585032175162422,0.221588503,0.479,3567052.7,8056.2,0.9419907163128859,2.2522623634889185,0.9699966025856528,44,5,0.9,1.0,0.02185180104047754,0.9453568748405989,0.48360433794053825
33,0,17,강원특별자치도 동해시,기초자치단체,0.20177519631279292,0.03487737450426136,0.0056833863051368345,0.162953387,0.156,519584.6,2953.0,0.7778961693294606,2.1013152774012362,0.9049872310982016,25,5,0.6,1.0,0.21433200953590842,0.7444115722137189,0.47937179087481363
34,0,18,인천광역시 동구,기초자치단체,0.32177981527638627,0.04934552738129186,0.008889109125238145,0.180140118,0.13,492400.3,4377.0,0.6687103487478986,1.4353713907745331,0.9056185178648963,11,3,0.4,0.6,0.34214578433706305,0.6107058631413611,0.47642582373921205
35,0,19,전라북도 남원시,기초자치단체,0.15420069805788347,0.014338351954649624,0.002076511731800067,0.144822204,0.086,1119666.2,2325.0,0.7902466294650685,2.2464393446710154,0.9674887648835616,10,5,0.4,1.0,0.16366165818821857,0.7595355784354589,0.46159861831183874
36,17,0,충청북도,광역자치단체,0.1803111102473106,0.0634263539378427,0.013445055081389958,0.211979,0.321,7774159.3,104524.0,0.7670373086285911,1.8228622666374434,0.7850640468372778,93,5,1.0,1.0,0.19147117395825083,0.7311141343047081,0.46129265413147946
37,0,20,경기도 성남시,기초자치단체,0.025480399175818992,0.015381448439461745,0.0035336048526037407,0.229731606,0.596,4806706.1,16985.0,0.8965173586796291,2.2012263450283522,0.948016585817286,31,5,0.8,1.0,0.026565041110164812,0.889671553304606,0.4581182972073854
38,0,21,전라북도 고창군,기초자치단체,0.16241756357167478,0.013931755879633984,0.0016884162440241313,0.12119192,0.079,835694.4,1411.0,0.7602869117780284,1.9502120649147465,0.9751060324573733,14,4,0.4,0.8,0.1724132263146897,0.7228477990551591,0.4476305126849244
39,0,22,광주광역시 동구,기초자치단체,0.19238827979570128,0.033094007777057434,0.008219753205071461,0.248375877,0.156,434927.9,3575.0,0.7248461150875611,1.781937063546704,0.890968531773352,15,4,0.5,0.8,0.20433425074833397,0.679448053315753,0.4418911520320435
40,0,23,전라북도 정읍시,기초자치단체,0.1793332093129058,0.018856256238893414,0.0028368679931918155,0.150447043,0.096,1339152.9,3799.0,0.7356025059646751,1.8062389286533893,0.9031194643266947,15,4,0.5,0.8,0.19042963730001794,0.6926200097256939,0.44152482351285594
41,0,24,강원특별자치도 인제군,기초자치단체,0.27947234863539344,0.026116979464783762,0.0045106453981790555,0.172709306,0.081,654451.8,2952.0,0.64169171866887,1.811278124459133,0.9056390622295665,8,4,0.2,0.8,0.2970852103328264,0.5776196521879738,0.43735243126040013
42,0,25,충청남도 청양군,기초자치단체,0.18135579907605165,0.018691115116092002,0.002117949542021533,0.113313172,0.094,622300.0,1318.0,0.7181688809994745,1.5394847569315018,0.9713067383178076,11,3,0.4,0.6,0.19258384465248884,0.6712713110095226,0.43192757783100577
43,0,26,경상남도 남해군,기초자치단체,0.269241010127239,0.027498381459690486,0.002645412492408245,0.09620248,0.08900000000000001,742417.3,1964.0,0.6416922548824864,1.9211854965885544,0.8274095570912811,14,5,0.4,1.0,0.2861880798116057,0.5776203088192233,0.4319041943154145
44,0,27,서울특별시 성동구,기초자치단체,0.03172503448701676,0.011120604981765985,0.002943704796421389,0.264707253,0.345,753812.0,2219.0,0.8433303106669774,2.220725117438646,0.9564142500056078,27,5,0.6,1.0,0.033216038532379956,0.8245402759087018,0.4288781572205409
45,0,28,서울특별시 금천구,기초자치단체,0.038849566208305306,0.009348922596420619,0.002533675670471941,0.271012584,0.23600000000000002,756213.6,1916.0,0.8294544801245227,2.201609497059027,0.9481816004150758,20,5,0.6,1.0,0.0408041905623007,0.8075483464460215,0.42417626850416107
46,0,29,전라남도 무안군,기초자치단체,0.12257802726876948,0.01721376613819015,0.0031575545690758254,0.183431943,0.132,688824.2,2175.0,0.7432614942848039,2.063558608511122,0.8887263188962904,17,5,0.5,1.0,0.12998118023864014,0.7019989790704795,0.4159900796545598
47,0,30,충청북도 영동군,기초자치단체,0.1805478959565343,0.01622562645907124,0.002167893814427917,0.133609252,0.08199999999999999,751974.1,1630.2,0.6923078521428745,1.4056390622295665,0.886859507142915,16,3,0.5,0.6,0.19172336821190727,0.6396026640900313,0.4156630161509693
48,0,31,전라북도 군산시,기초자치단체,0.041912350879291356,0.006805688761634123,0.0012897037458331853,0.18950378,0.159,1858643.9,2397.1,0.8117483236949392,2.2322628970242686,0.9613833012053531,15,5,0.5,1.0,0.04406628225162644,0.7858659138027179,0.41496609802717216
49,0,32,서울특별시 서대문구,기초자치단체,0.04491217566453628,0.011575871304729961,0.0031388494336362016,0.271154486,0.252,878984.5,2759.0,0.8078620469725913,2.292481250360578,0.9873179343530822,12,5,0.4,1.0,0.04726131701658442,0.7811068948930714,0.4141841059548279
50,0,33,전라북도 무주군,기초자치단체,0.3071129494338696,0.025883604974594417,0.0030896290952511255,0.119366259,0.07200000000000001,602985.0,1863.0,0.5765784872877528,1.3516441151533922,0.8527924884900404,9,3,0.2,0.6,0.326524489890031,0.49788392528283637,0.4122042075864337
51,0,34,충청남도 서천군,기초자치단체,0.08783346776915,0.008905209737283697,0.0010884359830223166,0.122224632,0.09699999999999999,625668.4,681.0,0.7666782500702535,2.188721875540867,0.942631203937882,12,5,0.4,1.0,0.09297566043613213,0.7306744418713378,0.41182505115373497
52,0,35,강원특별자치도 원주시,기초자치단체,0.009769215402140706,0.001865247092187119,0.0004153896171894904,0.222699512,0.19,1751367.8,727.5,0.8322218764060756,1.9814035902506322,0.9907017951253161,21,4,0.6,0.8,0.009831471002186844,0.8109372176395372,0.410384344320862
53,0,36,경상북도 상주시,기초자치단체,0.1287274181403838,0.011814684535456189,0.0015491755216539003,0.131122885,0.086,1485951.7,2302.0,0.728694947738252,2.2516291673878226,0.9697238998682473,6,5,0.2,1.0,0.13653073530424337,0.6841612193287067,0.41034597731647504
54,0,37,강원특별자치도 태백시,기초자치단체,0.12453505823427027,0.01737344630015168,0.0022292703394350415,0.128314803,0.131,653980.8,1457.9,0.7306943664480764,1.8843135277997989,0.9421567638998994,13,4,0.4,0.8,0.13206556263378186,0.6866096480249027,0.40933760532934227
55,0,38,광주광역시 북구,기초자치단체,0.016644112869180352,0.0022321919075079955,0.0005310113515220112,0.237887858,0.133,1039525.8,552.0,0.8201057205743535,2.16520329656826,0.9325023032951825,26,5,0.6,1.0,0.017153744129855483,0.7961001335009292,0.40662693881539236
56,0,39,충청북도 제천시,기초자치단체,0.17331721305742517,0.026304817137184813,0.004920105554363687,0.187041998,0.139,1279037.6,6293.0,0.6828526173809581,1.4591479170272446,0.920619835714305,12,3,0.4,0.6,0.18402215734430166,0.6280240647668413,0.40602311105557143
57,0,40,경상북도 영주시,기초자치단체,0.052717905208987996,0.006225207365337513,0.0009058161348959472,0.145507785,0.115,1194502.9,1082.0,0.7832457306175135,2.1492553971685,0.925633916873193,15,5,0.5,1.0,0.05557499499639572,0.7509624858894633,0.40326874044292954
58,0,41,경기도 수원시,기초자치단체,0.009038363354446109,0.0041764930417364935,0.001101449557511909,0.263725941,0.46,3759954.3,4141.4,0.8203228079380337,2.1700560228367705,0.9345922587417768,27,5,0.6,1.0,0.009053059638993072,0.7963659722310584,0.40270951593502574
59,0,42,인천광역시 옹진군,기초자치단체,0.2496881921295669,0.024675384558658132,0.0041073222353668675,0.166454234,0.087,439215.6,1804.0,0.61,1.0,1.0,2,2,0.1,0.4,0.2653628857660282,0.5388109159090939,0.40208690083756105
60,0,43,경기도 안양시,기초자치단체,0.021707386338691737,0.008690103470391118,0.002048631688107863,0.235743072,0.396,2234662.3,4578.0,0.8069202835906961,1.7748224910867798,0.8874112455433899,39,4,0.8,0.8,0.022546504013415646,0.7799536394604154,0.4012500717369155
61,0,44,전라북도 전주시,기초자치단체,0.03056054374748612,0.007416722261850893,0.0017577130760997829,0.236993245,0.239,2679106.2,4709.1,0.7957195583712382,1.887119687595809,0.9435598437979045,29,4,0.6,0.8,0.031975769962504716,0.7662375644278195,0.39910666719516213
62,0,45,전라남도 여수시,기초자치단체,0.04200482570848998,0.011539968584796976,0.002184024035001486,0.189257364,0.26899999999999996,1639176.1,3580.0,0.7825509601341057,2.053442655485996,0.8843696150657971,23,5,0.6,1.0,0.044164774768798244,0.7501116906155736,0.3971382326921859
63,0,46,충청남도 부여군,기초자치단체,0.03213909150525314,0.0030701461924925004,0.0003623601323807276,0.118026996,0.094,884479.2,320.5,0.7902466294650685,2.2464393446710154,0.9674887648835616,10,5,0.4,1.0,0.033657039811670356,0.7595355784354589,0.39659630912356464
64,0,47,경기도 이천시,기초자치단체,0.008181079316005327,0.003606225112850322,0.0008218255764347018,0.227890814,0.439,1553857.7,1277.0,0.8083859497573249,2.2062389286533897,0.9501753880799721,15,5,0.5,1.0,0.008139988875749064,0.7817484506641842,0.39494421976996663
65,0,48,전라남도 광양시,기초자치단체,0.04877162203467436,0.011295599992214928,0.002263840644296132,0.200417919,0.226,1242136.9,2812.0,0.7721652127484114,1.9808259362290785,0.9904129681145393,11,4,0.4,0.8,0.051371912204254785,0.737393613203559,0.3943827627039069
66,0,49,경기도 포천시,기초자치단체,0.01589873295695244,0.0039423444061245485,0.0007590095431293345,0.192527457,0.24600000000000002,1522247.0,1155.4,0.7991267854487405,2.270942421748537,0.9780416657815159,14,5,0.4,1.0,0.016359859518866423,0.7704099533876815,0.39338490645327395
67,0,50,강원특별자치도 영월군,기초자치단체,0.19278703059864594,0.0244518191215522,0.002662968763411583,0.108906775,0.115,568538.4,1514.0,0.6438318017892307,1.3787834934861753,0.8699155297736259,14,3,0.4,0.6,0.20475894977883385,0.5802403343384355,0.39249964205863463
68,0,51,대구광역시 달서구,기초자치단체,0.024565709013331476,0.005247555670304321,0.001202093292260503,0.229076806,0.21100000000000002,1018223.8,1224.0,0.7865114946395533,2.065293688498338,0.8894735771731667,22,5,0.6,1.0,0.025590828588591134,0.7549616433982321,0.39027623599341166
69,0,52,전라남도 순천시,기초자치단체,0.02137059232635233,0.004255314029248235,0.0009195333873005529,0.216090606,0.19699999999999998,1693250.1,1557.0,0.7851462421480117,2.2312702546075758,0.9609557933859342,11,5,0.4,1.0,0.022187793536941523,0.7532897957950169,0.3877387946659792
70,0,53,전라남도 해남군,기초자치단체,0.13878821929726862,0.011463818786580328,0.0014184444130427797,0.123732278,0.077,1117421.3,1585.0,0.6808458593344351,1.9056390622295665,0.9528195311147832,8,4,0.2,0.8,0.14724623096175124,0.6255666485371707,0.386406439749461
71,0,54,충청남도 논산시,기초자치단체,0.019852831261572595,0.0024261963289476363,0.0003912076817435365,0.161243209,0.121,1142615.6,447.0,0.7830482957080208,1.9329145639793976,0.9664572819896988,15,4,0.5,0.8,0.020571266001492488,0.7507207129703357,0.3856459894859141
72,0,55,서울특별시 은평구,기초자치단체,0.0291815791995765,0.005359687570853886,0.0012663678933939164,0.236276439,0.18100000000000002,1131582.7,1433.0,0.77385772838412,1.9071996707089482,0.9535998353544741,18,4,0.5,0.8,0.0305070709598541,0.7394662175214376,0.3849866442406458
73,0,56,충청북도 보은군,기초자치단체,0.11323364190546781,0.012468929870668865,0.0013618650616914149,0.109220685,0.10400000000000001,559526.8,762.0,0.6989183891071559,1.5,0.9463946303571862,12,3,0.4,0.6,0.12002872026839032,0.6476977310817935,0.3838632256750919
74,0,57,경기도 오산시,기초자치단체,0.03747419032290699,0.012944783312303703,0.003137189516960568,0.242351644,0.33899999999999997,820479.6,2574.0,0.7627610764429756,1.9591479170272448,0.9795739585136224,12,4,0.4,0.8,0.039339313750045915,0.7258775875306821,0.38260845064036403
75,0,58,경상남도 창원시,기초자치단체,0.0252981084019821,0.007993696195752895,0.0016189991022847905,0.20253448,0.312,3991354.9,6462.0,0.7697090123253763,1.6896402436455298,0.8448201218227649,34,4,0.8,0.8,0.026370887984087345,0.7343858232044865,0.38037835559428695
76,0,59,대전광역시 서구,기초자치단체,0.02749303975301489,0.004682909418135968,0.0012406218521285436,0.264925443,0.168,1083569.5,1344.3,0.7664986729837374,1.8910611120726528,0.9455305560363264,18,4,0.5,0.8,0.02870865184541013,0.7304545371111969,0.37958159447830353
77,0,60,울산광역시 남구,기초자치단체,0.0311349659270596,0.008380553099906768,0.001911225956107888,0.228054871,0.265,686993.6,1313.0,0.7594918119861417,1.9500637564362102,0.9750318782181051,13,4,0.4,0.8,0.032587571972584564,0.7218741434935554,0.37723085773306997
78,0,61,경기도 의정부시,기초자치단체,0.015641428614369516,0.0035627535075627155,0.000821810154988953,0.230667138,0.226,1485744.6,1221.0,0.7721652127484114,1.9808259362290785,0.9904129681145393,11,4,0.4,0.8,0.016085811406533094,0.737393613203559,0.37673971230504605
79,0,62,충청북도 괴산군,기초자치단체,0.07706747891847213,0.007450691179821254,0.0009011017459934422,0.120942034,0.09300000000000001,620351.7,559.0,0.7169659017006523,1.8464393446710154,0.9232196723355077,10,4,0.4,0.8,0.08150908784620754,0.6697981783326634,0.3756536330894355
80,0,63,강원특별자치도 춘천시,기초자치단체,0.03115548669478396,0.006360825624135663,0.0014599652573586697,0.22952449,0.201,1787371.3,2609.5,0.752257185947911,1.9362600275315274,0.9681300137657637,11,4,0.4,0.8,0.032609428104517814,0.7130148355801035,0.37281213184231066
81,0,64,인천광역시 남동구,기초자치단체,0.03732557995245431,0.0074540618659381,0.0017326385017844476,0.232442195,0.196,1118525.3,1938.0,0.7456185576303194,1.8256051990169437,0.9128025995084719,15,4,0.5,0.8,0.03918103273897985,0.704885368752418,0.37203320074569896
82,0,65,전라북도 장수군,기초자치단체,0.19286198185418083,0.01489007836655065,0.001782669158135945,0.119721946,0.07,515519.1,919.0,0.6023078521428744,1.4056390622295665,0.886859507142915,8,3,0.2,0.6,0.20483877839692152,0.5293913403813529,0.36711505938913724
83,0,66,경기도 시흥시,기초자치단체,0.007578014176123719,0.003042719997087095,0.0007111533689916674,0.233722909,0.4,1642402.4,1168.0,0.7628592688785947,2.186704345910025,0.9417623012206598,11,5,0.4,1.0,0.007497679999266244,0.7259978310674349,0.36674775553335054
84,0,67,경기도 부천시,기초자치단체,0.005527260411333633,0.001723737372159987,0.00039556264885519355,0.22947965,0.311,2576077.4,1019.0,0.7642564557601761,1.7883763717345071,0.8941881858672536,20,4,0.6,0.8,0.005313475906713609,0.7277087845750737,0.36651113024089366
85,0,68,경기도 화성시,기초자치단체,0.008630902179282222,0.005296304295826606,0.0012813646529268648,0.241935618,0.611,3500564.8,4485.5,0.761001039810244,1.565596230357602,0.9877812438119247,15,3,0.5,0.6,0.008619083419307642,0.7237222990076919,0.36617069121349977
86,0,69,경기도 동두천시,기초자치단체,0.08644753002080237,0.012550888032207993,0.002360731986236692,0.188092825,0.139,790856.4,1867.0,0.6920683136221578,1.7841591278514217,0.8920795639257109,12,4,0.4,0.8,0.0914995344604356,0.6393093323406157,0.36540443340052564
87,0,70,경상북도 영천시,기초자치단체,0.044834762626630206,0.005869444005368389,0.000861533431420631,0.146782801,0.128,1223400.0,1054.0,0.7254944531679156,2.084962500721156,0.8979444735226818,12,5,0.4,1.0,0.047178866418607,0.6802419888496043,0.36371042763410566
88,0,71,충청남도 천안시,기초자치단체,0.026438847595470962,0.008358933827506932,0.002135943557271038,0.255528229,0.312,2663740.8,5689.6,0.741223621411418,1.9668513406924715,0.8470767656514723,26,5,0.6,1.0,0.02758585940470966,0.6995034605490809,0.3635446599768953
89,0,72,충청남도 공주시,기초자치단체,0.06944555051984846,0.009492607670348197,0.0017139013452914797,0.180551162,0.132,1115000.0,1911.0,0.7002869117780284,1.9502120649147465,0.9751060324573733,7,4,0.2,0.8,0.07339117165010049,0.6493735832493734,0.36138237744973695
90,0,73,서울특별시 송파구,기초자치단체,0.01571149775699234,0.005922504034627452,0.0014332094700649739,0.241993836,0.374,1330580.1,1907.0,0.7458182643271443,1.9220231428515733,0.9610115714257866,13,4,0.4,0.8,0.016160440214099417,0.7051299236347576,0.3606451819244285
91,0,74,전라남도 보성군,기초자치단체,0.08428271305553002,0.00712285035745028,0.0007443933066207367,0.104507784,0.081,779158.0,580.0,0.6855221528859512,1.9182958340544893,0.9591479170272447,6,4,0.2,0.8,0.08919384464220469,0.6312930985634256,0.36024347160281517
92,0,75,광주광역시 광산구,기초자치단체,0.007454285982524821,0.0015413204971617214,0.00039371199624057103,0.255438111,0.20600000000000002,902690.3,355.4,0.7459788616564647,1.8231924110430977,0.9115962055215489,16,4,0.5,0.8,0.007365900342701517,0.7053265863486295,0.35634624334566556
93,0,76,서울특별시 용산구,기초자치단체,0.054719084457908386,0.023453688652459382,0.00629561414297156,0.268427463,0.41700000000000004,800080.8,5037.0,0.7042015086817776,1.8339272176418302,0.9169636088209151,13,4,0.4,0.8,0.05770639857125188,0.6541672822110189,0.35593684039113543
94,0,77,경기도 파주시,기초자치단체,0.007315014188265803,0.0022025502783220292,0.0004822957669027459,0.218971513,0.3,2048535.5,988.0,0.7450841199817393,1.5294283316328894,0.9649618403823442,19,3,0.5,0.6,0.007217565604411358,0.7042309123003095,0.35572423895236044
95,0,78,전라남도 곡성군,기초자치단체,0.14835779669307417,0.013913722120999408,0.001695480415432932,0.121856711,0.087,534420.8,906.1,0.6192538534031053,1.3346791410515946,0.8420887815606471,13,3,0.4,0.6,0.15743853706440866,0.550142909608675,0.3537907233365418
96,0,79,충청북도 단양군,기초자치단체,0.0698899772770896,0.008252481372137304,0.0010101678252249049,0.122407768,0.114,473188.7,478.0,0.6855221528859512,1.9182958340544893,0.9591479170272447,6,4,0.2,0.8,0.07386451894253145,0.6312930985634256,0.35257880875297853
97,0,80,울산광역시 울주군,기초자치단체,0.0616176524445985,0.020655576203183985,0.004083613715320216,0.197700305,0.325,1159757.1,4736.0,0.6906381216270784,1.789929075309999,0.8949645376549995,11,4,0.4,0.8,0.06505388254908745,0.6375579617524462,0.35130592215076684
98,0,81,부산광역시 남구,기초자치단체,0.017425588203839402,0.003445346702875627,0.0007626546316774986,0.221357877,0.196,579554.6,442.0,0.7287401249679959,1.8676338909712122,0.9338169454856061,11,4,0.4,0.8,0.01798607302935452,0.6842165420208352,0.35110130752509483
99,0,82,경상남도 진주시,기초자치단체,0.041239572545119965,0.007999329575327053,0.001757824340552764,0.219746458,0.19,2299433.4,4042.0,0.7059888053621487,1.891510777487775,0.8146293512071626,25,5,0.6,1.0,0.04334972367881879,0.6563559525777282,0.3498528381282735
100,0,83,광주광역시 남구,기초자치단체,0.016874666956404626,0.002382498775262153,0.000501841632125286,0.21063668,0.14,560535.4,281.3,0.7259168780055087,1.5545851693377997,0.9808340377961404,12,3,0.4,0.6,0.017399301246227055,0.6807592777442549,0.349079289495241
