Feature,Coefficient,Abs_Coefficient
재정자립도,1.9880735436634502,1.9880735436634502
행정적_강도,-0.5552219436489403,0.5552219436489403
전략적_강도,0.1596627993681233,0.1596627993681233
종합_점수,0.0,0.0
정책_강도_합계,0.0,0.0
