연도,경계코드,지표ID,시군구명,값
2019,23010,총종사자수,중구,103156
2019,23020,총종사자수,동구,34677
2019,23040,총종사자수,연수구,118057
2019,23050,총종사자수,남동구,230762
2019,23060,총종사자수,부평구,151695
2019,23070,총종사자수,계양구,82933
2019,23080,총종사자수,서구,197650
2019,23090,총종사자수,미추홀구,121685
2019,23510,총종사자수,강화군,21537
2019,23520,총종사자수,옹진군,7764
